id,lat,lon
262572306,-12.1048328,-77.0292902
262572307,-12.1045746,-77.0276945
262572308,-12.1056257,-77.0287529
262572309,-12.1054394,-77.0276779
262572349,-12.1060844,-77.0275745
262572359,-12.1071577,-77.0308905
262572360,-12.1072329,-77.0278504
262572362,-12.1070462,-77.0272207
262572367,-12.1087822,-77.0306176
262572368,-12.1084672,-77.0286863
262572369,-12.1082896,-77.0276676
262572370,-12.1081292,-77.0267913
262572416,-12.1091551,-77.0285246
262572417,-12.109423,-77.0283913
262572418,-12.1104208,-77.0281956
262572419,-12.1114551,-77.0280276
262572420,-12.1125196,-77.0278448
262572430,-12.1089129,-77.0313973
262572476,-12.1089342,-77.0275221
262572477,-12.1087312,-77.02669
262572481,-12.1083839,-77.0257956
262572482,-12.1078713,-77.0242992
262572573,-12.1061738,-77.0280101
262572574,-12.1093498,-77.0274886
262572575,-12.1103967,-77.0274342
262572576,-12.1114104,-77.0273869
262572577,-12.1124937,-77.0273419
262572578,-12.1135354,-77.0273072
262572601,-12.1135596,-77.0276913
262572616,-12.1124304,-77.0263125
262572630,-12.1113893,-77.0263706
262572729,-12.1103519,-77.0264915
262572744,-12.1092649,-77.0266245
262572753,-12.1077567,-77.0242747
262572801,-12.1134527,-77.0263282
262572934,-12.1123707,-77.0257088
262572937,-12.1095906,-77.026159
262572971,-12.1044192,-77.0271112
262572974,-12.1133934,-77.0255123
262572975,-12.1131961,-77.0255271
262573050,-12.1123415,-77.0252863
262573051,-12.1112983,-77.0250246
262573052,-12.1102576,-77.0247628
262573053,-12.1098116,-77.024654
262573054,-12.1092409,-77.0244953
262573055,-12.1078339,-77.0241989
262573076,-12.1092157,-77.0246474
262573077,-12.1102677,-77.0249008
262573078,-12.1113074,-77.0251673
262573079,-12.1123507,-77.025419
262573096,-12.1164098,-77.0262844
262573104,-12.113963,-77.0263331
262573215,-12.1172857,-77.026048
262573256,-12.121326,-77.0249047
262573258,-12.1201793,-77.0252198
262573260,-12.1192044,-77.0255868
262573265,-12.1193737,-77.0257037
262573320,-12.1190688,-77.0261328
262573321,-12.1191972,-77.0261111
262573406,-12.1146515,-77.0257534
262573425,-12.1140343,-77.0255383
262573426,-12.1139191,-77.0255222
262573427,-12.1135204,-77.0255033
262573450,-12.1061339,-77.0196512
262573451,-12.106518,-77.0206752
262573452,-12.1073101,-77.0227872
262573453,-12.1075748,-77.0235091
262573468,-12.1072048,-77.0227997
262573469,-12.107726,-77.0241871
262573476,-12.1092849,-77.0260286
262573477,-12.1092238,-77.024163
262573478,-12.1091809,-77.023651
262573479,-12.1091124,-77.0226338
262573480,-12.109044,-77.0215754
262573481,-12.1089704,-77.0205027
262573482,-12.1089052,-77.0194527
262573483,-12.1088417,-77.0185207
262573567,-12.1103243,-77.0259109
262573568,-12.1102488,-77.0246286
262573569,-12.1101819,-77.0235787
262573570,-12.110116,-77.0225565
262573571,-12.1100478,-77.0215012
262573572,-12.1099798,-77.020432
262573573,-12.1099111,-77.0193841
262573574,-12.1098526,-77.0184972
262573575,-12.1113473,-77.025787
262573576,-12.1112686,-77.0245634
262573577,-12.1112004,-77.023505
262573578,-12.1111339,-77.022469
262573579,-12.1110668,-77.0214258
262573580,-12.1109982,-77.0203605
262573581,-12.1109299,-77.0192981
262573582,-12.1108774,-77.0184819
262573598,-12.1122833,-77.0244841
262573599,-12.1122206,-77.0234313
262573600,-12.1121535,-77.0223931
262573601,-12.112086,-77.0213505
262573602,-12.1120174,-77.0202891
262573603,-12.1119494,-77.0192377
262573604,-12.1118991,-77.018459
262573613,-12.1132472,-77.0233606
262573614,-12.1102155,-77.0240977
262573642,-12.1131726,-77.0223292
262573650,-12.1130184,-77.0202189
262573651,-12.1079502,-77.0205837
262573659,-12.107887,-77.0195372
262573660,-12.1068812,-77.0196046
262573666,-12.1078394,-77.0185416
262573758,-12.1133714,-77.0233526
262573759,-12.1133008,-77.0223151
262573760,-12.1130958,-77.0212758
262573989,-12.126214,-77.0180913
262573990,-12.1253224,-77.0181031
262573991,-12.1242912,-77.0181502
262573992,-12.1233391,-77.0181739
262573993,-12.1232022,-77.0181759
262573994,-12.1214577,-77.0182334
262573995,-12.120626,-77.0182493
262573997,-12.1194485,-77.0182782
262573998,-12.1193227,-77.0182816
262573999,-12.1187208,-77.0182948
262574000,-12.1185987,-77.0182969
262574001,-12.1185215,-77.018299
262574003,-12.1170593,-77.0183329
262574005,-12.1154662,-77.0183631
262574006,-12.1147734,-77.0183724
262574007,-12.1140655,-77.0183908
262574014,-12.114108,-77.0190264
262574015,-12.1141795,-77.0200648
262574016,-12.114238,-77.0211209
262574018,-12.114397,-77.0232044
262574019,-12.1144699,-77.0242391
262574020,-12.1145249,-77.025273
262574026,-12.1148065,-77.0189175
262574027,-12.1148866,-77.01996
262574028,-12.1149524,-77.0209937
262574029,-12.1150206,-77.0220446
262574030,-12.1150919,-77.0230972
262574031,-12.1151803,-77.0241254
262574032,-12.1151431,-77.0251766
262574048,-12.115494,-77.0188014
262574049,-12.1155746,-77.0198371
262574050,-12.1156508,-77.0208819
262574051,-12.1157255,-77.0219306
262574052,-12.1157945,-77.0229888
262574053,-12.1158619,-77.024021
262574054,-12.1159287,-77.0250735
262574062,-12.1162351,-77.0186766
262574063,-12.1163148,-77.0197236
262574064,-12.1163845,-77.020774
262574065,-12.1164652,-77.0218154
262574066,-12.1165479,-77.0228601
262574067,-12.1166142,-77.0239096
262574068,-12.1166773,-77.0249438
262574069,-12.1166694,-77.0258857
262574070,-12.1174978,-77.0259405
262574071,-12.1175135,-77.0248068
262574072,-12.1174386,-77.0237712
262574073,-12.1173572,-77.0227338
262574074,-12.1172948,-77.0216965
262574075,-12.1172427,-77.0209301
262574077,-12.1171516,-77.019591
262574078,-12.1170706,-77.0185171
262574081,-12.1184316,-77.0246721
262574082,-12.1183513,-77.0236313
262574085,-12.118144,-77.0205008
262574086,-12.1180776,-77.0194441
262574092,-12.1188741,-77.0246081
262574093,-12.1188632,-77.0235697
262574094,-12.1187831,-77.0225102
262574095,-12.1187303,-77.0214718
262574096,-12.1186392,-77.0204062
